region,province,congressional_district,no_name,name_of_institution,classification_of_institution,address,contact_number,sector,course_registered_program,duration,status
V,Masbate,2nd,2688,Masbate Sirak Pangabuhayan Training Center,LGU,"City Hall Compound, Masbate City",9076890555,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 Hrs.,WTR
V,Albay,2nd,2689,"Mayon International Career (MIC) Skills  Development and Training Center, Inc.",TVI,"4th Floor Penthouse CVDC Bldg., Rizal St.,  Cabangan, Legazpi City",None,Human Health/Health Care,Hilot (Wellness Massage) NC II,120 Hours,WTR
V,Albay,2nd,2689,"Mayon International Career (MIC) Skills  Development and Training Center, Inc.",TVI,"4th Floor Penthouse CVDC Bldg., Rizal St.,  Cabangan, Legazpi City",None,Tourism,Events Management Services NC III,108 hours,WTR
V,Albay,2nd,2689,"Mayon International Career (MIC) Skills  Development and Training Center, Inc.",TVI,"4th Floor Penthouse CVDC Bldg., Rizal St.,  Cabangan, Legazpi City",None,Social Community Dev't. & Other Services,Beauty Care Services (Nail Care) NC II,120 Hours,WTR
V,Albay,2nd,2689,"Mayon International Career (MIC) Skills  Development and Training Center, Inc.",TVI,"4th Floor Penthouse CVDC Bldg., Rizal St.,  Cabangan, Legazpi City",None,Human Health/Health Care,Massage Therapy NC II,120 Hours,WTR
V,Camarines Sur,3rd,2690,"MCHL Institute of Business and Technology, Inc.",TVI,"Zone 5, New San Roque, Pili, Camarines Sur",(054) 453-0168/ 09778016879,Electrical & Electronics,Computer Systems Servicing NC II,120 Hours,WTR
V,Camarines Sur,3rd,2691,"Memorecall Study Center, Inc.",TVI,"#22 RLP Building, Ateneo Avenue, Naga City",(054) 473-6580 /09175004008,Tourism,Events Management Services NC III,108 hours,WTR
V,Camarines Sur,3rd,2691,"Memorecall Study Center, Inc.",TVI,"#22 RLP Building, Ateneo Avenue, Naga City",(054) 473-6580 /09175004008,Tourism,Tourism Promotion Services NC II,72 hours,WTR
V,Camarines Sur,3rd,2691,"Memorecall Study Center, Inc.",TVI,"#22 RLP Building, Ateneo Avenue, Naga City",(054) 473-6580 /09175004008,TVET,Trainers Methodology Level I,264 hours,WTR
V,Sorsogon,1st,2692,"AMA Computer Learning Center of Sorsogon, Inc.",TVI,"2F Luisa Celeste Bldg., Sulucan, Sorsogon, Sorsogon",(054) 421-5233,Tourism,Front Office Services NC II,436 hours,WTR
V,Sorsogon,1st,2692,"AMA Computer Learning Center of Sorsogon, Inc.",TVI,"2F Luisa Celeste Bldg., Sulucan, Sorsogon, Sorsogon",(054) 421-5233,Tourism,Events Management Services NC III,108 hours,WTR
V,Sorsogon,1st,2693,"Sorsogon Our Lady of Salvation College, Inc. (formerly: Asian College of Science & Technology Foundation, Inc.)",HEI,"F.J. Nicolas St., Balogo, Sorsogon City",(056) 2114856,Social Community Dev't. & Other Services,Bookkeeping NC III,302 Hours,WTR
V,Sorsogon,1st,2693,"Sorsogon Our Lady of Salvation College, Inc. (formerly: Asian College of Science & Technology Foundation, Inc.)",HEI,"F.J. Nicolas St., Balogo, Sorsogon City",(056) 2114856,Human Health/Health Care,Massage Therapy NC II,562 Hrs.,WTR
V,Camarines Norte,2nd,2694,Asian Technological Skills Institute Inc.,TVI,"MD Camarines Cor.J. Lukban Ext., Brgy.III, Daet, Camarines Norte",(054) 571-3584,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
V,Camarines Norte,2nd,2694,Asian Technological Skills Institute Inc.,TVI,"MD Camarines Cor.J. Lukban Ext., Brgy.III, Daet, Camarines Norte",(054) 571-3584,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Camarines Norte,2nd,2694,Asian Technological Skills Institute Inc.,TVI,"MD Camarines Cor.J. Lukban Ext., Brgy.III, Daet, Camarines Norte",(054) 571-3584,Human Health/Health Care,Massage Therapy NC II,560 hours,WTR
V,Camarines Norte,2nd,2694,Asian Technological Skills Institute Inc.,TVI,"MD Camarines Cor.J. Lukban Ext., Brgy.III, Daet, Camarines Norte",(054) 571-3584,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Sorsogon,1st,2695,"Asian Training and Educational Center Pangasinan, Inc.",TVI,"2F, Roca Bldg., Maharlika Highway, Pangpang, Sorsogon City",None,Social Community Dev't. & Other Services,Household Services NC II,216 hours,WTR
V,Sorsogon,1st,2696,"Bicol Merchant Marine College, Inc.",HEI,"Rizal St., Piot, Sorsogon City",(056) 211-1257,Tourism,Tour Guiding Services NC II,"1,440 Hours",WTR
V,Sorsogon,1st,2696,"Bicol Merchant Marine College, Inc.",HEI,"Rizal St., Piot, Sorsogon City",(056) 211-1257,Tourism,Front Office Services NC II,"1,440 Hours",WTR
V,Sorsogon,1st,2696,"Bicol Merchant Marine College, Inc.",HEI,"Rizal St., Piot, Sorsogon City",(056) 211-1257,Tourism,Travel Services NC II,"1,440 Hours",WTR
V,Sorsogon,1st,2696,"Bicol Merchant Marine College, Inc.",HEI,"Rizal St., Piot, Sorsogon City",(056) 211-1257,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Sorsogon,1st,2696,"Bicol Merchant Marine College, Inc.",HEI,"Rizal St., Piot, Sorsogon City",(056) 211-1257,Tourism,Cookery NC II,316 hours,WTR
V,Sorsogon,1st,2697,"Computer Communication Development Institute, Inc.",TVI,"Rizal Street, Bitan-o, Dalipay, Sorsogon City",421-5575,ICT,Programming NC IV,"1,368 Hrs.",WTR
V,Sorsogon,1st,2697,"Computer Communication Development Institute, Inc.",TVI,"Rizal Street, Bitan-o, Dalipay, Sorsogon City",421-5575,ICT,Programming NC IV,252 Hours,WTR
V,Sorsogon,1st,2697,"Computer Communication Development Institute, Inc.",TVI,"Rizal Street, Bitan-o, Dalipay, Sorsogon City",421-5575,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
V,Sorsogon,1st,2697,"Computer Communication Development Institute, Inc.",TVI,"Rizal Street, Bitan-o, Dalipay, Sorsogon City",421-5575,ICT,Animation NC II,516 hours,WTR
V,Sorsogon,1st,2697,"Computer Communication Development Institute, Inc.",TVI,"Rizal Street, Bitan-o, Dalipay, Sorsogon City",421-5575,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,260 hours,WTR
V,Sorsogon,1st,2697,"Computer Communication Development Institute, Inc.",TVI,"Rizal Street, Bitan-o, Dalipay, Sorsogon City",421-5575,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Camarines Sur,3rd,2698,"Computer Communication Development Institute, Inc.",TVI,"Abella St., Brgy. Abella, Naga City",(054) 811-7990,Tourism,Events Management Services NC III,108 hours,WTR
V,Camarines Sur,3rd,2698,"Computer Communication Development Institute, Inc.",TVI,"Abella St., Brgy. Abella, Naga City",(054) 811-7990,Electrical & Electronics,Electronic Products Assembly and Servicing NC II,260 hours,WTR
V,Camarines Sur,3rd,2698,"Computer Communication Development Institute, Inc.",TVI,"Abella St., Brgy. Abella, Naga City",(054) 811-7990,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Camarines Sur,3rd,2699,"Computer Communication Development Institute, Inc. - Naga City",TVI,"4th Floor, Monzon Bldg., cor. Elias Angeles and Arana Sts., Sta Cruz, Naga City",(054) 473-9984/ 811-3695,Tourism,Events Management Services NC III,108 hours,WTR
V,Camarines Sur,3rd,2699,"Computer Communication Development Institute, Inc. - Naga City",TVI,"4th Floor, Monzon Bldg., cor. Elias Angeles and Arana Sts., Sta Cruz, Naga City",(054) 473-9984/ 811-3695,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Camarines Sur,3rd,2699,"Computer Communication Development Institute, Inc. - Naga City",TVI,"4th Floor, Monzon Bldg., cor. Elias Angeles and Arana Sts., Sta Cruz, Naga City",(054) 473-9984/ 811-3695,Electrical & Electronics,Electronics Products Assembly and Servicing NC II,390 hours,WTR
V,Sorsogon,1st,2700,"Estenias Science Foundation School, Incorporated",TVI,"Maharlika Highway, Casiguran, Sorsogon",None,Human Health/Health Care,Barangay Health Services NC II,560 Hrs.,WTR
V,Sorsogon,1st,2700,"Estenias Science Foundation School, Incorporated",TVI,"Maharlika Highway, Casiguran, Sorsogon",None,Human Health/Health Care,Hilot (Wellness Massage) NC II,120 Hours,WTR
V,Albay,2nd,2701,"Evegate Technical and Development Training Academy, Inc.",TVI,"#13 Tanvera Bldg., Jupiter St., Happy Homes Subd., Washington Drive, Legazpi City",(052) 481-0088,Social Community Dev't. & Other Services,Hairdressing NC II,656 hours,WTR
V,Albay,2nd,2701,"Evegate Technical and Development Training Academy, Inc.",TVI,"#13 Tanvera Bldg., Jupiter St., Happy Homes Subd., Washington Drive, Legazpi City",(052) 481-0088,Social Community Dev't. & Other Services,Beauty Care Services (Nail Care) NC II,216 hours,WTR
V,Albay,2nd,2701,"Evegate Technical and Development Training Academy, Inc.",TVI,"#13 Tanvera Bldg., Jupiter St., Happy Homes Subd., Washington Drive, Legazpi City",(052) 481-0088,Human Health/Health Care,Hilot (Wellness Massage) NC II,120 Hours,WTR
V,Albay,2nd,2701,"Evegate Technical and Development Training Academy, Inc.",TVI,"#13 Tanvera Bldg., Jupiter St., Happy Homes Subd., Washington Drive, Legazpi City",(052) 481-0088,Social Community Dev't. & Other Services,Beauty Care Services (Nail Care) NC II,216 hours,WTR
V,Albay,2nd,2701,"Evegate Technical and Development Training Academy, Inc.",TVI,"#13 Tanvera Bldg., Jupiter St., Happy Homes Subd., Washington Drive, Legazpi City",(052) 481-0088,Social Community Dev't. & Other Services,Hairdressing NC II,656 hours,WTR
V,Albay,2nd,2701,"Evegate Technical and Development Training Academy, Inc.",TVI,"#13 Tanvera Bldg., Jupiter St., Happy Homes Subd., Washington Drive, Legazpi City",(052) 481-0088,Human Health/Health Care,Hilot (Wellness Massage) NC II - Mobile Training Program,120 hours,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC III,445 Hrs.,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,Construction,Carpentry NC II,162 Hours,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,Construction,Masonry NC II,258 Hrs.,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,Social Community Dev't. & Other Services,Security Services NC I,170 hours,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,Social Community Dev't. & Other Services,Security Services NC I - Mobile Training Program,170 hours,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,Construction,Masonry NC II - Mobile Training Program,258 hours,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,Construction,Carpentry NC II - Mobile Training Program,162 hours,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,"Agriculture, Forestry and Fishery",Agricultural Crops Production NC III - Mobile Training Program,445 hours,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,"Agriculture, Forestry and Fishery",Animal Production (Ruminants) NC II,306 hours,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,"Agriculture, Forestry and Fishery",Animal Production (Poultry-Chicken) NC II,226 hours,WTR
V,Masbate,1st,2702,Siliman University - Ticao Island,TVI,"Brgy. Famosa, Monreal, Masbate",9462913457,"Agriculture, Forestry and Fishery",Animal Production (Swine) NC II,306 hours,WTR
V,Camarines Norte,2nd,2703,Skills Institute of Technology Inc.,TVI,"3F Barcelona Bldg., Brgy.1, Daet, Camarines Norte",None,ICT,Computer Hardware Servicing NC II,356 hours,WTR
V,Camarines Sur,2nd,2704,"King Thomas Learning Academy, Inc.",TVI,"Malubago, Sipocot, Camarines Sur",None,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC I,268 hours,WTR
V,Camarines Sur,2nd,2704,"King Thomas Learning Academy, Inc.",TVI,"Malubago, Sipocot, Camarines Sur",None,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Camarines Sur,2nd,2704,"King Thomas Learning Academy, Inc.",TVI,"Malubago, Sipocot, Camarines Sur",None,Tourism,Housekeeping NC II,436 hours,WTR
V,Camarines Sur,2nd,2704,"King Thomas Learning Academy, Inc.",TVI,"Malubago, Sipocot, Camarines Sur",None,Tourism,Front Office Services NC II,442 hours,WTR
V,Sorsogon,2nd,2705,"Irosin Institute of Science and Technology, Inc.",TVI,"San Juan, Irosin, Sorsogon",None,Social Community Dev't. & Other Services,Household Services NC II,216 hours,WTR
V,Sorsogon,2nd,2705,"Irosin Institute of Science and Technology, Inc.",TVI,"San Juan, Irosin, Sorsogon",None,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Sorsogon,2nd,2705,"Irosin Institute of Science and Technology, Inc.",TVI,"San Juan, Irosin, Sorsogon",None,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Albay,3rd,2706,JAD Family Farm School,TVI,"Zone 1, Velasco St., Libon, Albay",4866128,"Agriculture, Forestry and Fishery",Produce Organic Concoctions and Extracts (leading to Organic Agriculture Production NC II),40 hours,WTR
V,Albay,3rd,2706,JAD Family Farm School,TVI,"Zone 1, Velasco St., Libon, Albay",4866128,"Agriculture, Forestry and Fishery",Raise Organic Chicken (leading to Organic Agriculture Production NC II),40 hours,WTR
V,Albay,3rd,2706,JAD Family Farm School,TVI,"Zone 1, Velasco St., Libon, Albay",4866128,"Agriculture, Forestry and Fishery",Produce Organic Concoctions and Extracts (leading toOrganic Agriculture Production NC II),40 hours,WTR
V,Albay,3rd,2707,Jesse M. Robredo Center for Productivity and Training,LGU ,"California Village, Kawa Kawa, Tuburan, Ligao City ",052-485-1237/052-4851255,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC I,268 hours,WTR
V,Albay,2nd,2708,"Jun Go Technological Institute (JGTI), Inc.",TVI,"Panganiban/Alcala St., Sipi, Daraga, Albay",(052) 4833605,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
V,Albay,2nd,2708,"Jun Go Technological Institute (JGTI), Inc.",TVI,"Panganiban/Alcala St., Sipi, Daraga, Albay",(052) 4833605,Automotive and Land Transportation,Driving NC II,118 hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,"Agriculture, Forestry and Fishery",Animal Production NC II,"1,400 Hours",WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,304 Hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Construction,Tile Setting NC II,82 Hrs.,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Garments,Dressmaking NC II,275 Hrs.,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Automotive and Land Transportation,Driving NC II,118 Hrs.,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Automotive and Land Transportation,Motorcycle/Small Engine Servicing NC II,278 Hrs.,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Garments,Tailoring NC II,275 Hrs.,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Automotive and Land Transportation,Automotive Electrical assembly NC II,143 Hrs.,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Tourism,Cookery NC II,316 hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Social Community Dev't. & Other Services,Assembly of Solar Nightlight and Post Lamp,122 hours,NTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC I,268 hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Human Health/Health Care,Hilot (Wellness Massage) NC II,120 Hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,TVET,Trainers Methodology ™ Level 1,264 hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,"Agriculture, Forestry and Fishery",Natural Farming Technology,120 Hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,"Agriculture, Forestry and Fishery",Horticulture NC II,"1,440 hours",WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,Automotive and Land Transportation,Automotive Servicing NC I,156 hours,WTR
V,Sorsogon,1st,2709,Sorsogon National Agricultural School (SNAS),TESDA Technology Institution,"Mayon, Castilla, Sorsogon",None,"Agriculture, Forestry and Fishery",Organic Agriculture Production NC II,232 hours,WTR
V,Sorsogon,1st,2710,Sorsogon State College,SUC,"Magsaysay St., Sorsogon City",None,Electrical & Electronics,Electrical Installation & Maintenance NC II,402 hours,WTR
V,Sorsogon,1st,2710,Sorsogon State College,SUC,"Magsaysay St., Sorsogon City",None,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Sorsogon,1st,2710,Sorsogon State College,SUC,"Magsaysay St., Sorsogon City",None,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 hours,WTR
V,Camarines Sur,3rd,2711,"South Valley Training and Assessment Center, Inc.",TVI,"Tower Bldg. Rock Valley Garden Resort, Zone 1 del Rosario, Naga City",None,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Sorsogon,1st,2712,"Southern Luzon Technological College Foundation, Inc. - Pilar Campus",TVI,"Marifosque, Pilar, Sorsogon",480-8930 / 820-1474,Construction,Carpentry NC II,162 Hours,WTR
V,Sorsogon,1st,2712,"Southern Luzon Technological College Foundation, Inc. - Pilar Campus",TVI,"Marifosque, Pilar, Sorsogon",480-8930 / 820-1474,Tourism,Front Office Services NC II,436 hours,WTR
V,Sorsogon,1st,2712,"Southern Luzon Technological College Foundation, Inc. - Pilar Campus",TVI,"Marifosque, Pilar, Sorsogon",480-8930 / 820-1474,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Sorsogon,1st,2712,"Southern Luzon Technological College Foundation, Inc. - Pilar Campus",TVI,"Marifosque, Pilar, Sorsogon",480-8930 / 820-1474,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Sorsogon,1st,2712,"Southern Luzon Technological College Foundation, Inc. - Pilar Campus",TVI,"Marifosque, Pilar, Sorsogon",480-8930 / 820-1474,Human Health/Health Care,Hilot (Wellness Massage) NC II,120 Hours,WTR
V,Sorsogon,1st,2712,"Southern Luzon Technological College Foundation, Inc. - Pilar Campus",TVI,"Marifosque, Pilar, Sorsogon",480-8930 / 820-1474,Tourism,Cookery NC II,316 hours,WTR
V,Sorsogon,1st,2712,"Southern Luzon Technological College Foundation, Inc. - Pilar Campus",TVI,"Marifosque, Pilar, Sorsogon",480-8930 / 820-1474,Electrical & Electronics,Electronic Products Assembly and Servicing NC II,260 hours,WTR
V,Sorsogon,1st,2712,"Southern Luzon Technological College Foundation, Inc. - Pilar Campus",TVI,"Marifosque, Pilar, Sorsogon",480-8930 / 820-1474,Tourism,Cookery NC II - Mobile Training Program,316 hours,WTR
V,Sorsogon,1st,2712,"Southern Luzon Technological College Foundation, Inc. - Pilar Campus",TVI,"Marifosque, Pilar, Sorsogon",480-8930 / 820-1474,Electrical & Electronics,Computer Systems Servicing NC II - Mobile Training Program,280 hours,WTR
V,Sorsogon,1st,2713,"Speed Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,ICT,Programming NC IV,252 Hours,WTR
V,Sorsogon,1st,2713,"Speed Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,Human Health/Health Care,Health Care Services NC II,996 Hours,WTR
V,Sorsogon,1st,2713,"SPEED Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,ICT,Programming NC IV,"1,116 Hours",WTR
V,Sorsogon,1st,2713,"Speed Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,Metals and Engineering,Shielded Metal Arc Welding (SMAW) NC II,268 Hrs.,WTR
V,Sorsogon,1st,2713,"Speed Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,Construction,Reinforced Steel Bar Installation NC II,162 hours,WTR
V,Sorsogon,1st,2713,"Speed Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,Construction,Tile Setting NC II,82 hours,WTR
V,Sorsogon,1st,2713,"Speed Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,Construction,Scaffold Erection NC II,162 hours,WTR
V,Sorsogon,1st,2713,"Speed Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,Construction,Masonry NC II,258 hours,WTR
V,Sorsogon,1st,2713,"Speed Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,Construction,Construction Painting NC II,136 hours,WTR
V,Sorsogon,1st,2713,"Speed Computer College, Inc.",TVI,"JB Alegre St., Salog, Sorsogon City",(056) 211-1057,Electrical & Electronics,Computer Systems Servicing NC II,280 hours,WTR
V,Sorsogon,2nd,2714,"St. Louise de Marillac College of Sorsogon, Inc. - Gubat",HEI,"Brgy. Cogon, Gubat, Sorsogon",(056) 311 1031,Construction,Masonry NC II,258 Hrs.,WTR
V,Sorsogon,2nd,2714,"St. Louise de Marillac College of Sorsogon, Inc. - Gubat",HEI,"Brgy. Cogon, Gubat, Sorsogon",(056) 311 1031,Construction,Tile Setting NC II,82 Hrs.,WTR
V,Sorsogon,2nd,2714,"St. Louise de Marillac College of Sorsogon, Inc. - Gubat",HEI,"Brgy. Cogon, Gubat, Sorsogon",(056) 311 1031,Construction,Carpentry NC II,162 hours,WTR
V,Sorsogon,2nd,2714,"St. Louise de Marillac College of Sorsogon, Inc. - Gubat",HEI,"Brgy. Cogon, Gubat, Sorsogon",(056) 311 1031,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Sorsogon,2nd,2714,"St. Louise de Marillac College of Sorsogon, Inc. - Gubat",HEI,"Brgy. Cogon, Gubat, Sorsogon",(056) 311 1031,Tourism,Cookery NC II,316 hours,WTR
V,Sorsogon,1st,2715,"St. Louise De Marillac College of Sorsogon, Inc. ",HEI,"Burgos St., Talisay, Sorsogon City",None,Tourism,Tour Guiding Services NC II,196 Hrs.,WTR
V,Sorsogon,1st,2715,"St. Louise De Marillac College of Sorsogon, Inc. ",HEI,"Burgos St., Talisay, Sorsogon City",None,Tourism,Events Management Services NC III,108 hours,WTR
V,Sorsogon,1st,2715,"St. Louise De Marillac College of Sorsogon, Inc. ",HEI,"Burgos St., Talisay, Sorsogon City",None,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
V,Sorsogon,1st,2715,"St. Louise De Marillac College of Sorsogon, Inc. ",HEI,"Burgos St., Talisay, Sorsogon City",None,Tourism,Tourism Promotion Services NC II,72 hours,WTR
V,Sorsogon,1st,2715,"St. Louise De Marillac College of Sorsogon, Inc. ",HEI,"Burgos St., Talisay, Sorsogon City",None,Tourism,Cookery NC II,316 hours,WTR
V,Sorsogon,1st,2715,"St. Louise De Marillac College of Sorsogon, Inc. ",HEI,"Burgos St., Talisay, Sorsogon City",None,Tourism,Food & Beverage Services NC II,356 hours,WTR
V,Sorsogon,1st,2715,"St. Louise De Marillac College of Sorsogon, Inc. ",HEI,"Burgos St., Talisay, Sorsogon City",None,Tourism,Bread & Pastry Production NC II,141 hours,WTR
V,Sorsogon,1st,2716,"The Lewis College, Inc.",HEI,"Magsaysay St., Cogon, Sorsogon City",None,Human Health/Health Care,Health Care Services NC II,6 Mos.,WTR
V,Sorsogon,1st,2716,"The Lewis College, Inc.",HEI,"Magsaysay St., Cogon, Sorsogon City",None,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
V,Camarines Sur,4th,2717,"WRI Colleges-Partido, Inc.",TVI,"San Juan, Evangelista, Goa, Camarines Sur",None,Construction,Tile Setting NC II,82 hours,WTR
V,Camarines Sur,4th,2717,"WRI Colleges-Partido, Inc.",TVI,"San Juan, Evangelista, Goa, Camarines Sur",None,Construction,Masonry NC II,104 hours,WTR
V,Camarines Sur,4th,2717,"WRI Colleges-Partido, Inc.",TVI,"San Juan, Evangelista, Goa, Camarines Sur",None,Tourism,Events Management Services NC III,108 hours,WTR
V,Camarines Sur,4th,2717,"WRI Colleges-Partido, Inc.",TVI,"San Juan, Evangelista, Goa, Camarines Sur",None,Tourism,Tourism Promotion Services NC II,72 hours,WTR
V,Camarines Sur,4th,2717,"WRI Colleges-Partido, Inc.",TVI,"San Juan, Evangelista, Goa, Camarines Sur",None,Tourism,Tour Guiding Services NC II,196 hours,WTR
V,Camarines Sur,5th,2718,"WRI Colleges-Rinconada, Inc.",TVI,"Highway 1, Alfelor St., San Miguel, Iriga City",None,Tourism,Events Management Services NC III,108 hours,WTR
V,Camarines Sur,5th,2718,"WRI Colleges-Rinconada, Inc.",TVI,"Highway 1, Alfelor St., San Miguel, Iriga City",None,Tourism,Tour Guiding Services NC II,196 hours,WTR
V,Camarines Sur,5th,2718,"WRI Colleges-Rinconada, Inc.",TVI,"Highway 1, Alfelor St., San Miguel, Iriga City",None,Tourism,Tourism Promotion Services NC II,72 hours,WTR
V,Camarines Sur,5th,2718,"WRI Colleges-Rinconada, Inc.",TVI,"Highway 1, Alfelor St., San Miguel, Iriga City",None,Social Community Dev't. & Other Services,Bookkeeping NC III,292 hours,WTR
V,Camarines Sur,5th,2718,"WRI Colleges-Rinconada, Inc.",TVI,"Highway 1, Alfelor St., San Miguel, Iriga City",None,ICT,Contact Center Services NC II,144 hours,WTR
